	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
31	MJ21_3.1000_balanced.cool	all	31000	0.001024102009551316	396	1.0
32	MJ21_3.1000_balanced.cool	all	32000	0.0013088631545649303	367	1.0
33	MJ21_3.1000_balanced.cool	all	33000	0.0014492974025242503	340	1.0
34	MJ21_3.1000_balanced.cool	all	34000	0.0012868009885173889	313	1.0
35	MJ21_3.1000_balanced.cool	all	35000	0.0003025366548333602	292	1.0
36	MJ21_3.1000_balanced.cool	all	36000	0.000952792604521904	272	1.0
37	MJ21_3.1000_balanced.cool	all	37000	0.0009002354222182358	256	1.0
38	MJ21_3.1000_balanced.cool	all	38000	0.0009647968162053469	244	1.0
39	MJ21_3.1000_balanced.cool	all	39000	0.001162888800695629	234	1.0
40	MJ21_3.1000_balanced.cool	all	40000	0.0006819635791865507	225	1.0
41	MJ21_3.1000_balanced.cool	all	41000	0.0008383184848868248	216	1.0
42	MJ21_3.1000_balanced.cool	all	42000	0.0005306696692402266	207	1.0
43	MJ21_3.1000_balanced.cool	all	43000	0.0009456230693961616	201	1.0
44	MJ21_3.1000_balanced.cool	all	44000	0.0008335707734746175	196	1.0
45	MJ21_3.1000_balanced.cool	all	45000	0.0004741066629420773	192	1.0
46	MJ21_3.1000_balanced.cool	all	46000	0.0007226448501295387	188	1.0
47	MJ21_3.1000_balanced.cool	all	47000	0.0007572007266487265	184	1.0
48	MJ21_3.1000_balanced.cool	all	48000	0.0008026653792537532	180	1.0
49	MJ21_3.1000_balanced.cool	all	49000	0.0012598672514236248	176	1.0
50	MJ21_3.1000_balanced.cool	all	50000	0.0009040264031361035	172	1.0
51	MJ21_3.1000_balanced.cool	all	51000	0.0012930128307320054	168	1.0
52	MJ21_3.1000_balanced.cool	all	52000	0.0010973050559798182	164	1.0
53	MJ21_3.1000_balanced.cool	all	53000	0.0011523044249334524	160	1.0
54	MJ21_3.1000_balanced.cool	all	54000	0.0007102691355658837	156	1.0
55	MJ21_3.1000_balanced.cool	all	55000	0.001029537050568642	152	1.0
56	MJ21_3.1000_balanced.cool	all	56000	0.0007595471082790985	148	1.0
57	MJ21_3.1000_balanced.cool	all	57000	0.000826914996213288	144	1.0
58	MJ21_3.1000_balanced.cool	all	58000	0.0004402849365804994	140	1.0
59	MJ21_3.1000_balanced.cool	all	59000	0.00047695946363293743	136	1.0
60	MJ21_3.1000_balanced.cool	all	60000	0.0005183524251253625	132	1.0
61	MJ21_3.1000_balanced.cool	all	61000	0.0006121019608289431	128	1.0
62	MJ21_3.1000_balanced.cool	all	62000	0.0006992976556489441	124	1.0
63	MJ21_3.1000_balanced.cool	all	63000	0.0007226670969886286	120	1.0
64	MJ21_3.1000_balanced.cool	all	64000	0.0007138517234667889	116	1.0
65	MJ21_3.1000_balanced.cool	all	65000	0.0013613161826464496	112	1.0
66	MJ21_3.1000_balanced.cool	all	66000	0.0010481676442290727	108	1.0
67	MJ21_3.1000_balanced.cool	all	67000	0.0015425117565142205	104	1.0
68	MJ21_3.1000_balanced.cool	all	68000	0.0007690216206049886	100	1.0
69	MJ21_3.1000_balanced.cool	all	69000	0.00026908320642386724	96	1.0
70	MJ21_3.1000_balanced.cool	all	70000	0.0006158243620410231	92	1.0
71	MJ21_3.1000_balanced.cool	all	71000	0.0008310852178205284	88	1.0
72	MJ21_3.1000_balanced.cool	all	72000	0.0010542687403519626	84	1.0
73	MJ21_3.1000_balanced.cool	all	73000	0.00018824804389910038	80	1.0
74	MJ21_3.1000_balanced.cool	all	74000	0.00012956267988650262	76	1.0
75	MJ21_3.1000_balanced.cool	all	75000	0.0013095340453596824	72	1.0
76	MJ21_3.1000_balanced.cool	all	76000	0.0002599836919688352	68	1.0
77	MJ21_3.1000_balanced.cool	all	77000	0.0003058285118220303	64	1.0
78	MJ21_3.1000_balanced.cool	all	78000	0.0004700378821830582	60	1.0
79	MJ21_3.1000_balanced.cool	all	81000	0.0003019857485125526	48	1.0
80	MJ21_3.1000_balanced.cool	all	83000	0.0007860572016072363	41	1.0
81	MJ21_3.1000_balanced.cool	all	84000	0.0007124935592017132	38	1.0
82	MJ21_3.1000_balanced.cool	all	85000	0.00046485394439964994	35	1.0
83	MJ21_3.1000_balanced.cool	all	86000	0.0005979228131492473	32	1.0
84	MJ21_3.1000_balanced.cool	all	87000	0.0005717983337461458	29	1.0
85	MJ21_3.1000_balanced.cool	all	88000	0.0018933480539755439	26	1.0
86	MJ21_3.1000_balanced.cool	all	90000	0.0008653844777521197	20	1.0
87	MJ21_3.1000_balanced.cool	all	91000	0.0033139570375552065	17	1.0
88	MJ21_3.1000_balanced.cool	all	95000	0.002522588191224422	7	1.0
